304,26953.5,2919393.167
303,26289,
302,26773,
301,27890.5,
300,25297,
297,25141,
295,23974,
290,23468.5,
286,22141,
285,21437,
280,23208.66667,
281,20773,
279,20375,
278,24531,
274,23453.5,
271,32093,
269,23625,
267,16141,
261,21078,
259,87860,
257,14750,
256,19500,
254,117265,
253,112922,
252,113375,
251,99156,
250,93282,
249,86562,
248,87688,
246,49171,
245,12454,
242,16703,
241,71984,
240,71406,
239,65938,
237,65922,
236,63250,
233,62375,
232,60562,
231,67688,
230,30328,
227,9562,
224,38289,
223,8547,
221,10485,
218,72718,
217,62094,
216,62422,
214,59375,
212,59250,
211,55297,
208,54750,
204,10359,
203,10078,
202,9969,
201,10250,
198,10375,
197,8719,
196,8391,
195,9156,
194,10047,
192,9797,
190,9578,
189,8218,
187,8094,
186,8047,
184,7781,
183,9172,
180,7328,
179,7063,
177,6687,
174,6516,
172,6344,
171,7109,
168,5984,
167,6625,
166,6313,
165,6297,
164,6015,
162,5766,
161,8406,
160,8344,
159,8156,
157,5313,
155,5015,
153,4891,
152,7016,
151,6890,
150,6875,
149,6625,
148,6532,
147,6453,
146,6359,
144,4094,
143,5937,
142,5907,
141,5703,
140,5625,
139,5515,
138,5360,
137,5218,
136,5219,
135,5047,
134,4891,
133,4484,
131,2656,
130,4532,
129,4421,
128,4360,
127,4281,
126,4125,
125,3969,
124,3922,
123,3812,
122,3516,
120,2125,
119,3500,
118,3390,
117,3360,
116,3250,
115,3140,
113,2172,
112,2813,
110,1672,
109,2547,
107,1593,
106,2563,
105,2469,
104,2390,
103,2281,
102,2188,
101,2156,
100,2031,
99,2000,
98,1922,
97,1953,
96,1829,
93,1031,
91,1429.5,
90,1547,
89,1500,
88,1484,
87,1422,
86,1344,
85,1344,
84,1312,
83,1203,
82,1172,
81,1203,
80,1125,
79,1110,
78,1062,
77,1016,
76,891,
74,500,
72,468,
70,453,
69,735,
68,719,
67,687,
66,625,
64,344,
63,578,
62,578,
61,563,
59,484,
58,438,
56,422,
54,265,
53,360,
51,250,
50,328,
49,328,
48,281,
46,172,
45,234,
44,219,
43,188,
42,203,
41,172,
40,140,
39,63,
35,78,
36,125,
34,109,
32,157,
31,187,
30,94,
28,31,
25,16,
24,15,
23,16,
22,16,
21,15,
20,0,
19,16,
18,0,
17,15,
16,16,
15,0,
14,0,
13,16,
12,0,
11,0,
10,0,
9,0,
8,0,
7,15,
6,0,
5,0,
4,0,
3,0,
2,0,
1,0,
