532,265
533,109.5
535,109
530,79
529,93
528,63
524,62
526,78
527,79
523,93
522,63
519,62
518,78
517,70.5
514,63
511,62
507,54.5
506,63
503,62
501,62.5
497,63
491,62
490,63
488,57.33333333
486,47
481,62
476,47
475,63
473,46
471,63
465,47
464,54.5
462,70.5
461,62
458,47
452,47
447,47
446,47
444,47
442,39
439,47
438,46
437,47
435,32
434,46
433,47
432,47
431,31
429,47
428,47
427,31
426,32
424,47
422,31
421,47
419,15
418,47
416,31
415,47
412,32
409,39
408,31
406,31
405,31
404,47
403,32
400,31
399,47
398,31
397,31
395,31
394,47
393,32
392,31
390,62
389,32
388,31
386,15
384,32
380,47
378,31
377,36.33333333
376,31
373,47
370,32
369,31
368,31
366,16
364,31
363,31
361,31
359,32
358,31
354,16
353,31
351,31
350,47
346,31
344,32
342,15
339,16
333,31
332,31
330,32
329,31
328,31
327,16
325,31
324,31
322,32
321,15
319,16
317,31
316,16
315,31
312,16
311,15
310,23.5
309,23.5
308,16
306,15
305,16
304,15
302,23.5
301,16
297,16
296,15
295,31
294,16
292,16
291,15
286,16
285,16
284,15
283,16
282,15
281,32
280,0
278,15.5
275,16
274,15
271,16
270,15
269,16
268,16
266,15
265,16
264,16
263,15
259,16
258,0
257,15
256,16
255,16
253,7.5
252,16
251,16
250,15
249,0
248,16
247,0
245,15
244,16
243,0
242,16
240,15
239,0
237,16
236,16
235,0
234,15
232,16
231,0
230,15
228,16
227,16
226,0
225,15
223,0
221,16
219,0
218,16
217,15
216,0
215,16
214,0
213,15
212,16
211,0
210,16
209,0
208,15
207,0
206,16
205,0
204,16
202,15
201,0
200,16
199,0
198,0
197,15
196,0
195,16
194,0
193,16
192,0
190,15
189,0
188,16
187,0
185,16
183,0
182,0
180,15
179,0
178,16
177,0
176,0
175,15
174,0
173,0
172,16
171,0
170,16
168,0
167,0
166,7.5
165,8
164,0
163,0
162,16
161,0
160,0
159,15
158,0
157,0
156,0
155,0
154,0
153,16
152,0
151,0
150,15
149,0
148,0
147,16
146,0
145,0
144,0
143,16
142,0
141,0
140,15
139,0
138,0
137,0
136,16
135,0
134,0
133,0
132,0
131,16
130,0
129,0
128,0
127,15
126,0
125,0
124,0
123,0
122,16
121,0
120,0
119,0
118,0
117,15
116,0
115,0
114,0
113,0
112,0
111,16
110,0
109,0
108,0
107,0
106,16
105,0
104,0
103,0
102,0
101,0
100,15
99,0
98,0
97,0
96,0
95,0
94,0
93,16
92,0
91,0
90,0
89,0
88,0
87,0
86,0
85,16
84,0
83,0
82,0
81,0
80,0
79,0
78,15
77,0
76,0
75,0
74,0
73,0
72,0
71,0
70,0
69,16
68,0
67,0
66,0
65,0
64,0
63,0
62,0
61,15
60,0
59,0
58,0
57,0
56,0
55,0
54,0
53,0
52,16
51,0
50,0
49,0
48,0
47,0
46,0
45,0
44,0
43,0
42,0
41,0
40,0
39,0
38,0
37,0
36,0
35,16
34,0
33,0
32,0
31,0
30,0
29,0
28,0
27,0
26,0
25,0
24,0
23,0
22,0
21,0
20,0
19,0
18,0
17,0
16,0
15,0
14,0
13,0
12,0
11,0
10,0
9,0
8,0
7,0
6,0
5,0
4,0
3,0
2,0
1,0
