556,656,36966.16667
555,375,
553,375,
546,375,
545,469,
543,375,
542,422,
541,359,
539,359,
536,333.3333333,
532,313,
530,336,
526,437,
521,344,
518,328,
517,359,
515,360,
508,312,
507,328,
504,391,
499,344,
498,359,
494,391,
491,265,
490,297,
488,313,
485,296,
484,375,
482,344,
481,297,
479,219,
474,270.6666667,
473,281,
472,329,
468,273,
467,187.5,
465,172,
462,187.5,
458,125,
454,203,
453,188,
452,203,
451,188,
450,203,
447,187,
446,203,
445,172,
443,172,
442,250,
441,203,
439,203,
438,172,
437,172,
435,172,
434,187,
433,172,
432,219,
431,203,
430,219,
429,219,
428,203,
427,203,
426,187,
425,204,
422,171,
421,204,
419,125,
417,156,
416,172,
415,172,
413,187.5,
412,171,
411,172,
409,188,
408,187,
407,172,
406,188,
405,187,
403,172,
402,172,
400,156,
399,203,
398,172,
397,172,
395,172,
393,187,
390,157,
389,172,
388,156,
385,156,
382,109,
380,157,
379,156,
378,109,
375,110,
374,117,
373,125,
372,125,
368,109,
367,125,
366,110,
362,125,
360,109,
358,117.5,
357,93,
353,125,
350,110,
347,119.6666667,
346,125,
344,141,
342,109,
340,125,
339,125,
337,125,
335,110,
334,94,
331,109,
329,125,
328,94,
326,125,
325,109,
323,125,
321,109,
320,141,
319,125,
318,125,
317,125,
315,109,
314,125,
312,102,
310,109,
307,125,
306,94,
304,109,
303,109,
300,94,
299,78,
298,125,
296,110,
294,109,
292,94,
290,94,
289,78,
288,93,
287,110,
285,101.5,
283,94,
281,62,
280,94,
278,78,
277,109,
276,94,
274,78,
273,110,
272,93,
270,79,
269,78,
267,62,
266,94,
265,94,
264,78,
263,78,
262,94,
261,78,
260,94,
259,93,
257,47,
254,78,
253,63,
252,94,
250,62,
249,78,
248,94,
246,62,
245,79,
244,93,
240,63,
239,47,
238,62,
237,63,
236,78,
234,62,
233,78,
232,47,
230,47,
228,63,
226,62,
225,78,
224,63,
223,54.5,
222,78,
221,62.5,
219,63,
218,62,
217,47,
216,78,
215,47,
214,78,
213,32,
212,78,
211,62,
210,47,
209,63,
208,62,
207,55,
206,54.5,
203,62.5,
204,47,
202,62,
201,47,
200,47,
199,47,
198,47,
197,54.5,
196,47,
195,47,
194,31,
192,47,
191,47,
188,47,
187,47,
186,46,
185,32,
183,62,
182,63,
181,47,
180,46,
177,47,
175,47,
174,47,
173,63,
172,62,
171,63,
170,62,
169,63,
168,46,
167,47,
166,47,
165,47,
164,47,
163,47,
162,47,
161,47,
160,46,
159,47,
158,47,
157,31,
156,47,
155,47,
154,47,
153,31,
152,47,
151,47,
150,16,
149,39,
148,31,
147,31,
146,31,
145,32,
144,31,
143,16,
142,31,
141,31,
140,16,
139,31,
138,31,
137,31,
136,16,
135,31,
134,16,
133,31,
132,31,
131,32,
130,15,
129,32,
128,15,
127,31,
126,32,
125,15,
124,32,
123,15,
122,31,
121,32,
120,15,
119,16,
118,16,
117,31,
116,15,
115,16,
114,31,
113,16,
112,16,
111,31,
110,15,
109,16,
108,0,
107,16,
106,31,
105,16,
104,15,
103,16,
102,15,
101,16,
100,16,
99,15,
98,16,
97,15.5,
96,16,
95,15,
94,16,
93,0,
92,0,
91,16,
90,15,
89,16,
88,16,
87,15,
85,0,
84,16,
83,15,
82,16,
81,16,
80,0,
78,15.5,
77,0,
76,15,
75,0,
74,16,
73,15,
72,0,
71,16,
70,0,
69,16,
68,0,
67,15,
66,0,
65,0,
64,0,
63,0,
62,0,
61,0,
60,16,
59,0,
58,16,
57,0,
56,0,
55,15,
54,0,
53,0,
51,8,
50,0,
48,7.5,
46,8,
44,0,
42,0,
36,0,
35,0,
34,0,
33,16,
32,0,
31,0,
30,0,
29,0,
28,0,
27,0,
25,15,
23,0,
21,0,
20,0,
19,0,
17,0,
15,0,
14,0,
13,0,
12,0,
11,0,
9,0,
8,0,
7,0,
6,8,
5,0,
3,0,
2,0,
1,0,
